24,↪,Abandoned Air Temple,Oliphaunt,Spyglass Siren,Caustic Bronco,Sylvan Caryatid,"Tourach, Dread Cantor","Ivora, Insatiable Heir",Spectacular Spider-Man,Shifting Woodland,Supreme Verdict,,,,,,,,,,,W,R,U,B,G,B,R,W,G,WU
25,,Elegant Parlor,Thundering Falls,Undercity Sewers,Blackcleave Cliffs,Temple Garden 2,Troll of Khazad-dûm,Commercial District,Soul-Guide Lantern,Underground Mortuary,"Wan Shi Tong, All-Knowing",,,↩,,,,,,,,WR,UR,UB,BR,WG,B,RG,C,BG,U
26,↪,Inspiring Vantage,Torch the Tower,Enduring Curiosity,Chainsaw,Serra Paragon,Persist,Generous Ent,Skyclave Apparition,Bristlebud Farmer,Portable Hole,,,,,,,,,,,WR,R,U,R,W,B,G,W,G,W
27,,Restless Bivouac,Astrologian's Planisphere,Abhorrent Oculus,"Jadar, Ghoulcaller of Nephalia",Day of Judgment,Misery's Shadow,Utopia Sprawl,Ledger Shredder,Lumbering Worldwagon,"Narset, Parter of Veils",,,,,,,,,,,,U,U,B,W,B,G,U,G,U
28,,Mutavault,"Jace, Vryn's Prodigy",Fell,Tenacious Underdog,Hydroid Krasis,Inquisition of Kozilek,Overgrown Tomb,Assimilation Aegis,Lush Portico,Ponder,,,↩,,,,,,,,C,U,B,B,UG,B,BG,WU,WG,U
29,,Descendant of Storms,Proft's Eidetic Memory,Ophiomancer,Searslicer Goblin,Sandstorm Salvager,Raven Eagle,Mizzium Mortars,Cryptic Coat,Sevinne's Reclamation,Sunfall,,,,,,,,,,,W,U,B,R,G,B,R,U,W,W
30,↪,Batterskull,Generous Plunderer,Unable to Scream,Bomat Courier,Unnerving Grasp,Trumpeting Carnosaur,Burst Lightning,Micromancer,Overgrown Tomb 2,Phantasmal Shieldback,,,,,,,,,,,C,R,U,R,U,R,R,U,BG,U
31,,Rabbit Battery,Marauding Mako,Winternight Stories,Ghostfire Slice,Wurmcoil Engine,Restless Vents,Scavenging Ooze,Fading Hope,Godless Shrine,Mystic Sanctuary,,,,,,,,,,,R,R,U,R,C,BR,G,U,WB,U
32,,Containment Priest,Treasure Cruise,Darkslick Shores,Iroh's Demonstration,Keen-Eyed Curator,Unearth,Inscription of Abundance,Aang's Iceberg,Cankerbloom,Aether Spellbomb,,,↩,,,,,,,,W,U,UB,R,G,B,G,W,G,U
33,,Figure of Destiny,"Kitsa, Otterball Elite",Archfiend of the Dross,Knight of the Ebon Legion,Hedge Maze,"Kroxa, Titan of Death's Hunger",Stomping Ground 2,Floodpits Drowner,Collective Brutality,Loran of the Third Path,,,,,,,,,,,WR,U,B,B,UG,BR,RG,U,B,W
34,↪,Esper Sentinel,Spirebluff Canal,Force Spike,Bloodthirsty Adversary,Breeding Pool,Kolaghan's Command,Eternal Witness,Consider,Spymaster's Vault,Talisman of Progress,,,,,,,,,,,W,UR,U,R,UG,BR,G,U,B,WU
35,,Legion's Landing,Breeding Pool 2,Silent Hallcreeper,Kumano Faces Kakkazan,"Tamiyo, Collector of Tales",Phyrexian Metamorph,Cityscape Leveler,Sungold Sentinel,Restless Cottage,Dress Down,,,,,,,,,,,W,UG,U,R,UG,U,C,W,BG,U
36,,Luminarch Aspirant,Mizzix's Mastery,Invasion of Amonkhet,Phyrexian Tower,Ulvenwald Oddity,Concealing Curtains,Escape to the Wilds,Reckoner Bankbuster,Knight of Autumn,Temporal Manipulation,,,↩,,,,,,,,W,R,UB,B,G,B,RG,C,WG,U
37,,Wrenn and Six,Magma Opus,"The Mechanist, Aerial Artisan",Pyrite Spellbomb,Innkeeper's Talent,Saw in Half,Glorybringer,Cathar Commando,Wight of the Reliquary,Commit // Memory,,,,,,,,,,,RG,UR,U,R,G,B,R,W,BG,U
38,↪,Lightning Helix,"Magda, Brazen Outlaw",Mischievous Mystic,"Kari Zev, Skyship Raider",Thragtusk,Stalactite Stalker,The Great Henge,Blade Splicer,Tear Asunder,Vendilion Clique,,,,,,,,,,,WR,R,U,R,G,B,G,W,BG,U
39,,"Thalia, Guardian of Thraben",Mine Collapse,"Kiora, the Rising Tide",Earthshaker Khenra,Cosmic Rebirth,Sunset Saboteur,Scrapwork Mutt,Ranger-Captain of Eos,"Sandman, Shifting Scoundrel","Tameshi, Reality Architect",,,,,,,,,,,W,R,U,R,WG,B,R,W,G,WU
40,,Mana Tithe,Prismari Command,Palantír of Orthanc,Dragonkin Berserker,Razorverge Thicket,Godless Shrine 2,Hunter's Talent,Sheltered by Ghosts,Winds of Abandon,"Spider-Woman, Stunning Savior",,,↩,,,,,,,,W,UR,C,R,WG,WB,G,W,W,WU
41,,"Adeline, Resplendent Cathar",Flame of Anor,"Gix, Yawgmoth Praetor",Voldaren Epicure,Agonasaur Rex,Shadowy Backstreet,Copperline Gorge,Hard Evidence,Timeless Witness,Damn,,,,,,,,,,,W,UR,B,R,G,WB,RG,U,G,WB
42,↪,Clarion Spirit,Silverbluff Bridge,Duelist of the Mind,Robber of the Rich,Balustrade Wurm,Priest of Fell Rites,Screaming Nemesis,Dragon's Rage Channeler,"Lumra, Bellow of the Woods","Venser, Shaper Savant",,,,,,,,,,,W,UR,U,R,G,WB,R,R,G,U
43,,Wedding Announcement,Gingerbrute,Thought Scour,Bloodghast,Primal Might,The Jolly Balloon Man,Bonehoard Dracosaur,Faithless Looting,Dromoka's Command,"Syr Ginger, the Meal Ender",,,,,,,,,,,W,C,U,B,G,WR,R,R,WG,C
44,,"Kytheon, Hero of Akros","Loot, the Pathfinder",Sinkhole Surveyor,Sorin of House Markov,Genemorph Imago,Zealous Conscripts,"Migloz, Maze Crusher",Sanguine Evangelist,"Polukranos, Unchained",Nettlecyst,,,✪,,,,,,,,W,URG,B,WB,UG,R,RG,W,BG,C
45,,"Gideon, Ally of Zendikar",Vivi Ornitier,"Yawgmoth, Thran Physician",Lingering Souls,Repulsive Mutation,"Alesha, Who Laughs at Fate",Huntmaster of the Fells,Anticausal Vestige,Nexus of Becoming,Flickerwisp,,,,,,,,,,,W,UR,B,WB,UG,BR,RG,C,C,W
