24,↪,Skyclave Apparition,Forsaken Miner,Arena of Glory,"Grist, the Hunger Tide",Luminarch Aspirant,Cut Down,"Kaito, Bane of Nightmares",Primeval Titan,"Magda, Brazen Outlaw",Legion Extruder,,,,,,,,,,,W,B,R,BG,W,B,UB,G,R,R
25,,Unidentified Hovership,Bloodtithe Harvester,Scrapwork Mutt,Underground Mortuary,Spell Pierce,Bone Shards,Enduring Curiosity,Temple Garden,Spirebluff Canal,Phantasmal Image,,,↩,,,,,,,,W,BR,R,BG,U,B,U,WG,UR,U
26,↪,Restoration Angel,Misery's Shadow,Mine Collapse,Esper Origins,"Aang, Swift Savior",Mana Tithe,Mischievous Mystic,Pawpatch Recruit,Iroh's Demonstration,Mizzium Mortars,,,,,,,,,,,W,B,R,G,WU,W,U,G,R,R
27,,Witch Enchanter,Tenacious Underdog,Soul-Guide Lantern,"Rofellos, Llanowar Emissary",Supreme Verdict,Descendant of Storms,Norman Osborn,"Boseiju, Who Endures",Fire Magic,"Karn, Scion of Urza",,,,,,,,,,,W,B,C,G,WU,W,UBR,G,R,C
28,,Sanguine Evangelist,Raucous Theater,Goblin Bombardment,Vaultborn Tyrant,Brazen Borrower,Spymaster's Vault,Mockingbird,Hunter's Talent,Temporal Manipulation,Hallowed Fountain 2,,,↩,,,,,,,,W,BR,R,G,U,B,U,G,U,WU
29,,Collector's Cage,Blackcleave Cliffs,Glorybringer,Commercial District,Meticulous Archive,Sunset Saboteur,Spyglass Siren,"Lumra, Bellow of the Woods",Time Warp,"Teferi, Hero of Dominaria",,,,,,,,,,,W,BR,R,RG,WU,B,U,G,U,WU
30,↪,Aang's Iceberg,Palantír of Orthanc,Rampaging Ferocidon,Innkeeper's Talent,Sunfall,Persist,"Yuriko, the Tiger's Shadow",Keen-Eyed Curator,Fires of Invention,Vivi Ornitier,,,,,,,,,,,W,C,R,G,W,B,UB,G,R,UR
31,,Wedding Announcement,Reckoner Bankbuster,Dreadhorde Arcanist,Shifting Woodland,Assimilation Aegis,Troll of Khazad-dûm,Duress,"Nissa, Who Shakes the World",Sentinel of the Nameless City,Prismari Command,,,,,,,,,,,W,C,R,G,WU,B,B,G,G,UR
32,,Myr Battlesphere,Bloodchief's Thirst,Searslicer Goblin,Agonasaur Rex,Maul of the Skyclaves,Dissection Tools,Preordain,"Loot, the Pathfinder",Unable to Scream,Intrepid Adversary,,,↩,,,,,,,,C,B,R,G,W,C,U,URG,U,W
33,,Thraben Charm,Virtue of Persistence,Heartfire Hero,Bristlebud Farmer,Consider,Mayhem Devil,Unnerving Grasp,Hedge Maze,Stormchaser's Talent,Cosmogrand Zenith,,,,,,,,,,,W,B,R,G,U,BR,U,UG,U,W
34,↪,Elegant Parlor,Overlord of the Boilerbilges,Monstrous Rage,Bloodbraid Elf,Seachrome Coast,Sacred Foundry 2,"Gix, Yawgmoth Praetor",Prismatic Ending,Detective's Phoenix,Embercleave,,,,,,,,,,,WR,R,R,RG,WU,WR,B,W,R,R
35,,Inspiring Vantage,Archfiend of the Dross,Ghostfire Slice,Ulvenwald Oddity,Monastery Mentor,Usher of the Fallen,Baleful Strix,Field of the Dead,Botanical Sanctum,Goblin Rabblemaster,,,,,,,,,,,WR,B,R,G,W,W,UB,C,UG,R
36,,Sacred Foundry,Bonehoard Dracosaur,Rabbit Battery,Glissa Sunslayer,Ponder,"Thalia, Guardian of Thraben",Creeping Tar Pit,Genemorph Imago,"Jace, Vryn's Prodigy",Restless Bivouac,,,↩,,,,,,,,WR,R,R,BG,U,W,UB,UG,U,WR
37,,The Jolly Balloon Man,"Kroxa, Titan of Death's Hunger",Emberheart Challenger,"Nissa, Ascended Animist",Dress Down,Scavenger's Talent,Undercity Sewers,Repulsive Mutation,Three Steps Ahead,Silverbluff Bridge,,,,,,,,,,,WR,BR,R,G,U,B,UB,UG,U,UR
38,↪,"Kytheon, Hero of Akros","Valki, God of Lies",Bomat Courier,Balustrade Wurm,"Cloud, Midgar Mercenary",Restless Vents,Kaito Shizuki,Primal Might,Restless Vinestalk,Chart a Course,,,,,,,,,,,W,BR,R,G,W,BR,UB,G,UG,U
39,,Cathar Commando,Kolaghan's Command,Grim Lavamancer,Inscription of Abundance,The Aetherspark,Sungold Sentinel,Vendilion Clique,"Surrak, Elusive Hunter",Copperline Gorge,Lightning Helix,,,,,,,,,,,W,BR,R,G,C,W,U,G,RG,WR
40,,Splitskin Doll,Liliana of the Veil,Marauding Mako,Scavenging Ooze,Sheltered by Ghosts,Concealed Courtyard,Make Disappear,Hydroid Krasis,"Kiora, the Rising Tide",Day of Judgment,,,↩,,,,,,,,W,B,R,G,W,WB,U,UG,U,W
41,,Spectacular Spider-Man,Concealing Curtains,Kumano Faces Kakkazan,The Great Henge,"Spider-Woman, Stunning Savior",Shadowy Backstreet,Damn,Nishoba Brawler,Treasure Cruise,Flame of Anor,,,,,,,,,,,W,B,R,G,WU,WB,WB,G,U,UR
42,↪,Clarion Spirit,Hostile Investigator,Rampaging Raptor,Zealous Conscripts,Talisman of Progress,Priest of Forgotten Gods,Faerie Mastermind,Knight of the Reliquary,Oliphaunt,"Joshua, Phoenix's Dominant",,,,,,,,,,,W,B,R,R,WU,B,U,WG,R,WR
43,,Ranger-Captain of Eos,Collective Brutality,Chainsaw,"Skysovereign, Consul Flagship",Eagles of the North,"Jadar, Ghoulcaller of Nephalia",Darkslick Shores,Fading Hope,"Jace, the Mind Sculptor",Showdown of the Skalds,,,,,,,,,,,W,B,R,C,W,B,UB,U,U,WR
44,,Ranger of Eos,Goldspan Dragon,Voldaren Epicure,Huntmaster of the Fells,Commit // Memory,Restless Fortress,Stern Scolding,Lurrus of the Dream-Den,Tarmogoyf,Expressive Iteration,,,✪,,,,,,,,W,R,R,RG,U,WB,U,WB,G,UR
45,,Sevinne's Reclamation,"Alesha, Who Laughs at Fate",Faithless Looting,Tough Cookie,"Plagon, Lord of the Beach",Sorin of House Markov,Invasion of Amonkhet,Exploration,Timeless Witness,Astrologian's Planisphere,,,,,,,,,,,W,BR,R,G,WU,WB,UB,G,G,U
