24,↪,Kumano Faces Kakkazan,Sacred Foundry,Eagles of the North,The Great Henge,Preacher of the Schism,Abandoned Air Temple,Supreme Verdict,Kappa Cannoneer,Kolaghan's Command,Commit // Memory,,,,,,,,,,,R,WR,W,G,B,W,WU,U,BR,U
25,,Robber of the Rich,Sacred Foundry 2,Phyrexian Tower,"Nissa, Ascended Animist",Undercity Sewers,Sylvan Caryatid,Celestial Colonnade,Inspiring Vantage,Bloodtithe Harvester,Hard Evidence,,,↩,,,,,,,,R,WR,B,G,UB,G,WU,WR,BR,U
26,↪,Emberheart Challenger,Winds of Abandon,Cathar Commando,Primeval Titan,Fell the Profane,Ranger-Captain of Eos,Ponder,The Aetherspark,Reckoner Bankbuster,Consult the Star Charts,,,,,,,,,,,R,W,W,G,B,W,U,C,C,U
27,,Fireblast,Keen-Eyed Curator,"Jadar, Ghoulcaller of Nephalia",Nexus of Becoming,Concealing Curtains,Pawpatch Recruit,Restless Bivouac,Seachrome Coast,Forsaken Miner,Make Disappear,,,,,,,,,,,R,G,B,C,B,G,WR,WU,B,U
28,,Arena of Glory,Stomping Ground 2,Bone Shards,Overgrown Tomb,Sublime Epiphany,Sylvan Safekeeper,"Jace, the Mind Sculptor",Sunfall,Misery's Shadow,Creeping Tar Pit,,,↩,,,,,,,,R,RG,B,BG,U,G,U,W,B,UB
29,,"Kari Zev, Skyship Raider",Commercial District,Sevinne's Reclamation,Field of the Dead,"Otawara, Soaring City","Surrak, Elusive Hunter",Torch the Tower,"Magda, Brazen Outlaw",Tenacious Underdog,Darkslick Shores,,,,,,,,,,,R,RG,W,C,U,G,R,R,B,UB
30,↪,Palantír of Orthanc,Chainsaw,Carnage Interpreter,Underground Mortuary,Gix's Command,Agonasaur Rex,Talisman of Creativity,"Karn, Scion of Urza",Blackcleave Cliffs,Phantasmal Shieldback,,,,,,,,,,,C,R,BR,BG,B,G,UR,C,BR,U
31,,Monstrous Rage,Unexpectedly Absent,Aang's Iceberg,Esper Origins,Virtue of Persistence,Questing Beast,Talisman of Conviction,Nettlecyst,Restless Vents,Baleful Strix,,,,,,,,,,,R,W,W,G,B,G,WR,C,BR,UB
32,,Amped Raptor,Sentinel of the Nameless City,Ophiomancer,Shifting Woodland,Flame of Anor,Dissection Tools,Micromancer,Mystic Sanctuary,Bloodthirsty Adversary,Cryptic Command,,,↩,,,,,,,,R,G,B,G,UR,C,U,U,R,U
33,,Ghostfire Slice,Luminarch Aspirant,Spymaster's Vault,Tear Asunder,Magma Opus,Vaultborn Tyrant,Ledger Shredder,Scrapwork Mutt,"Kroxa, Titan of Death's Hunger",Wurmcoil Engine,,,,,,,,,,,R,W,B,BG,UR,G,U,R,BR,C
34,↪,Rampaging Raptor,Elite Spellbinder,Godless Shrine,Endurance,Breeding Pool 2,Hunter's Talent,Condemn,Lightning Helix,Lingering Souls,Vendilion Clique,,,,,,,,,,,R,W,WB,G,UG,G,W,WR,WB,U
35,,Blinkmoth Nexus,Showdown of the Skalds,Shadowy Backstreet,"Skysovereign, Consul Flagship",Overgrown Tomb 2,Razorverge Thicket,"Aang, Swift Savior","Joshua, Phoenix's Dominant",Godless Shrine 2,Chrome Host Seedshark,,,,,,,,,,,C,WR,WB,C,BG,WG,WU,WR,WB,U
36,,Grim Lavamancer,Batterskull,Concealed Courtyard,"Polukranos, Unchained",Necromancy,Tireless Tracker,Preordain,Spirebluff Canal,Quag Feast,"Wan Shi Tong, All-Knowing",,,↩,,,,,,,,R,C,WB,BG,B,G,U,UR,B,U
37,,"Chandra, Torch of Defiance",Maul of the Skyclaves,Restless Fortress,"Polukranos, World Eater","Etali, Primal Conqueror",Innkeeper's Talent,Vivi Ornitier,Silverbluff Bridge,Nethergoyf,Faerie Mastermind,,,,,,,,,,,R,W,WB,G,RG,G,UR,UR,B,U
38,↪,Goblin Rabblemaster,Phyrexian Metamorph,Monastery Mentor,Scavenging Ooze,Tersa Lightshatter,Intrepid Adversary,"Kiora, the Rising Tide","The Mechanist, Aerial Artisan",Earthshaker Khenra,Consider,,,,,,,,,,,R,U,W,G,R,W,U,U,R,U
39,,Mine Collapse,Detective's Phoenix,Legion's Landing,"Migloz, Maze Crusher",Life // Death,Sheltered by Ghosts,Loran of the Third Path,Unnerving Grasp,Stalactite Stalker,Fading Hope,,,,,,,,,,,R,R,W,RG,BG,W,W,U,B,U
40,,Overlord of the Boilerbilges,Oliphaunt,Bloodghast,"Bristly Bill, Spine Sower",Trumpeting Carnosaur,Ulvenwald Oddity,Opt,Forensic Gadgeteer,Bomat Courier,Fallen Shinobi,,,↩,,,,,,,,R,R,B,G,R,G,U,U,R,UB
41,,Dreadhorde Arcanist,Descendant of Storms,Warren Soultrader,Scythecat Cub,Mizzium Mortars,Cankerbloom,Winternight Stories,Spyglass Siren,"Syr Ginger, the Meal Ender","Venser, Shaper Savant",,,,,,,,,,,R,W,B,G,R,G,U,U,C,U
42,↪,Tarmogoyf,Imodane's Recruiter,Day of Judgment,Sazh's Chocobo,Grave Titan,Birthing Ritual,Mizzix's Mastery,Unidentified Hovership,Iroh's Demonstration,Floodpits Drowner,,,,,,,,,,,G,WR,W,G,B,G,R,W,R,U
43,,Third Path Iconoclast,Knight of Autumn,Sungold Sentinel,"Sandman, Shifting Scoundrel",Hostile Investigator,Voice of Resurgence,"Saheeli, Sublime Artificer",Astrologian's Planisphere,Sunset Saboteur,Dress Down,,,,,,,,,,,UR,WG,W,G,B,WG,UR,U,B,U
44,,Sandstorm Salvager,Thragtusk,Serra Paragon,Wight of the Reliquary,"Plagon, Lord of the Beach",Dromoka's Command,Mischievous Mystic,Expressive Iteration,Blade of the Oni,"Malcolm, Alluring Scoundrel",,,✪,,,,,,,,G,G,W,BG,WU,WG,U,UR,B,U
45,,Bristlebud Farmer,Rampaging Ferocidon,"Teysa, Opulent Oligarch","Golos, Tireless Pilgrim",Cityscape Leveler,Cosmic Rebirth,Proft's Eidetic Memory,"Tameshi, Reality Architect",Sinkhole Surveyor,"Kaito, Bane of Nightmares",,,,,,,,,,,G,R,WB,WUBRG,C,WG,U,WU,B,UB
